window_id,source_file,class,label_index,vessel_name,vessel_group,session_identifier,split,start_seconds,end_seconds,source_sample_rate_hz,config_hash,feature_config_hash,rms,crest_factor,zero_crossing_rate,spectral_centroid_hz_mean,spectral_bandwidth_hz_mean,spectral_rolloff_85_hz_mean,spectral_flatness_mean,spectral_centroid_hz_std,spectral_bandwidth_hz_std,spectral_rolloff_85_hz_std,spectral_flatness_std,band_energy_ratio_10_50_hz,band_energy_ratio_50_100_hz,band_energy_ratio_100_250_hz,band_energy_ratio_250_500_hz,band_energy_ratio_500_1000_hz,band_energy_ratio_1000_2000_hz,band_energy_ratio_2000_4000_hz,band_energy_ratio_4000_8000_hz,dominant_peak_1_frequency_hz,dominant_peak_1_relative_power,dominant_peak_2_frequency_hz,dominant_peak_2_relative_power,dominant_peak_3_frequency_hz,dominant_peak_3_relative_power,dominant_peak_4_frequency_hz,dominant_peak_4_relative_power,dominant_peak_5_frequency_hz,dominant_peak_5_relative_power,detected_peak_count,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,mfcc_20_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,mfcc_14_std,mfcc_15_std,mfcc_16_std,mfcc_17_std,mfcc_18_std,mfcc_19_std,mfcc_20_std,spectral_flux_mean,spectral_flux_std,spectral_flux_max
cargo-103-000000000ms,Cargo/103.wav,Cargo,0,SEASPAN SWIFT,seaspan swift,Cargo-20171214-213748-103,train,0.000,5.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba,838bd57414836a11dc7888daa17a162ab47b4f4dddc693d9d573eb85f4a5f8d3,0.010523300617933273,3.7721336563265644,0.02402530051767826,101.16646575927734,216.20745849609375,106.1491928100586,0.003160027088597417,23.978885650634766,61.82529067993164,36.10025405883789,0.0019115040777251124,0.2660488311915548,0.6271814096219391,0.07436215273542741,0.017538112686184715,0.008658315870282771,0.003976697564834318,0.0016623801869482344,0.0005721180567590042,78.125,0.3437118157683332,921.875,0.0004523923267916951,1171.875,0.00017906649646352006,1734.375,0.000101714920074023,1375.0,5.4976291419515056e-05,9.0,-77.43870544433594,18.145992279052734,3.174116373062134,4.503518581390381,2.336677312850952,2.5721068382263184,1.8012595176696777,2.6267073154449463,0.7692450881004333,1.275667667388916,1.0782829523086548,1.498622179031372,1.316198468208313,0.6278584003448486,0.4983474612236023,0.9009739756584167,1.4080179929733276,-0.0930953100323677,-0.14769908785820007,0.9795663952827454,1.856489658355713,0.8327064514160156,0.7936059236526489,0.819556474685669,0.672094464302063,0.7066516876220703,0.6956162452697754,0.7458652257919312,0.8153159022331238,0.6531049013137817,0.6027750968933105,0.7354393601417542,0.6910668015480042,0.6495121121406555,0.6029103994369507,0.5825048089027405,0.625721275806427,0.6400108337402344,0.6457836627960205,0.5443309545516968,0.26915764808654785,0.11378438770771027,0.6099499464035034
cargo-103-000005000ms,Cargo/103.wav,Cargo,0,SEASPAN SWIFT,seaspan swift,Cargo-20171214-213748-103,train,5.000,10.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba,838bd57414836a11dc7888daa17a162ab47b4f4dddc693d9d573eb85f4a5f8d3,0.009562844410538673,4.4709703695724965,0.027487844228744507,112.30899810791016,243.54833984375,120.56451416015625,0.00416888203471899,31.614757537841797,78.16964721679688,51.61684036254883,0.002993922680616379,0.2624143107301542,0.5966226909153197,0.10168162347950965,0.02182067037514679,0.010290016677270692,0.004399657398771897,0.0020344315279827883,0.000736597046343358,78.125,0.28558293850132144,562.5,0.0006386563636464907,1734.375,0.00016775611996495805,2515.625,3.744732105474912e-05,3671.875,1.2811629580154306e-05,7.0,-77.54576873779297,18.008440017700195,3.304379940032959,4.501791954040527,2.209648370742798,2.175713300704956,1.4942967891693115,2.914869785308838,0.8663881421089172,1.2072381973266602,0.8977153897285461,1.3163330554962158,1.2732905149459839,0.6247387528419495,0.16340979933738708,0.7435921430587769,1.354241967201233,0.40942487120628357,0.04176158457994461,0.666687548160553,2.017394542694092,0.9823243618011475,0.6948110461235046,0.9081246256828308,0.7241202592849731,0.6935210227966309,0.7402027249336243,0.7233721017837524,0.752277135848999,0.6720209717750549,0.6326841115951538,0.7109227776527405,0.69581139087677,0.6437627673149109,0.627443253993988,0.6161798238754272,0.6661778688430786,0.7637168169021606,0.668887197971344,0.5693151950836182,0.31002873182296753,0.12883765995502472,0.654690146446228
cargo-103-000010000ms,Cargo/103.wav,Cargo,0,SEASPAN SWIFT,seaspan swift,Cargo-20171214-213748-103,train,10.000,15.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba,838bd57414836a11dc7888daa17a162ab47b4f4dddc693d9d573eb85f4a5f8d3,0.007853712886571884,4.886620197655362,0.032400403171777725,122.83617401123047,276.83416748046875,136.9959716796875,0.005341831129044294,35.362064361572266,80.78133392333984,55.18764114379883,0.003387617180123925,0.32881263992046533,0.48377600956889943,0.13522986119448122,0.028856712747179346,0.013944591298542374,0.005680009468171688,0.002754742395193054,0.0009454076791439451,78.125,0.18528983640456997,1734.375,0.00022502146546913573,1468.75,8.575901684351637e-05,2218.75,8.33737340561315e-05,3640.625,1.50193987731468e-05,7.0,-78.48713684082031,17.82585334777832,3.187854528427124,4.287002086639404,2.193357467651367,1.9933381080627441,1.5202205181121826,2.930814027786255,0.8624193668365479,1.2151329517364502,0.6874437928199768,1.0292376279830933,0.8312889933586121,0.5938056111335754,0.2372245341539383,0.32957354187965393,1.1913307905197144,0.8137913346290588,0.23315498232841492,0.2639649510383606,1.9314581155776978,0.9292827844619751,0.7371379137039185,0.7657310962677002,0.7383841276168823,0.6817596554756165,0.7217135429382324,0.7378235459327698,0.7392802834510803,0.6872467994689941,0.6556099653244019,0.6958354711532593,0.6556550860404968,0.6364685297012329,0.7686090469360352,0.6607236266136169,0.6152560114860535,0.5910237431526184,0.5840041637420654,0.603459358215332,0.31379225850105286,0.09869283437728882,0.622606635093689
cargo-103-000015000ms,Cargo/103.wav,Cargo,0,SEASPAN SWIFT,seaspan swift,Cargo-20171214-213748-103,train,15.000,20.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba,838bd57414836a11dc7888daa17a162ab47b4f4dddc693d9d573eb85f4a5f8d3,0.008638554252684116,4.871612838748468,0.027600344270467758,105.8023681640625,246.0342559814453,113.50806427001953,0.00409435760229826,32.27894592285156,69.05551147460938,47.72671890258789,0.002344672568142414,0.46374910469729563,0.4028154000461133,0.09272941546501813,0.022986142102703572,0.010804400416828397,0.003991043652909306,0.0022004435421630257,0.0007241362947602914,31.25,0.22538624763378518,1734.375,8.465497597476587e-05,1843.75,8.415472199367605e-05,2515.625,4.2656709710490266e-05,3453.125,1.1809505815032439e-05,6.0,-78.90699005126953,17.81389808654785,3.179351329803467,4.343112945556641,2.1620848178863525,1.95081627368927,1.8178699016571045,2.8697948455810547,0.6523373126983643,1.3336751461029053,0.6378175020217896,1.0280996561050415,0.9327269792556763,0.5946176648139954,0.9468784332275391,0.8586512207984924,0.9523954391479492,0.06846750527620316,0.48825985193252563,0.6865360140800476,2.0485944747924805,0.8055998682975769,0.6882244944572449,0.9615042209625244,0.67503821849823,0.6877254843711853,0.6702098250389099,0.7570892572402954,0.7576585412025452,0.7022517919540405,0.6011406183242798,0.6929966807365417,0.6991820335388184,0.6728081703186035,0.6937626600265503,0.5517785549163818,0.553444504737854,0.6539783477783203,0.6169814467430115,0.6635273694992065,0.3086445927619934,0.12400807440280914,0.661261796951294
cargo-103-000020000ms,Cargo/103.wav,Cargo,0,SEASPAN SWIFT,seaspan swift,Cargo-20171214-213748-103,train,20.000,25.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba,838bd57414836a11dc7888daa17a162ab47b4f4dddc693d9d573eb85f4a5f8d3,0.009270038455724716,4.788843223797393,0.028975361958146095,105.56815338134766,250.97854614257812,114.71774291992188,0.004428669810295105,32.33203125,79.3763427734375,50.40282440185547,0.0030221666675060987,0.4880548255598594,0.38330638230739533,0.09118885968906104,0.019952824676829867,0.01076515077669005,0.0039149951905911515,0.0020594153519392284,0.0007575735891233063,31.25,0.2248714117770794,406.25,0.0020635726172444587,953.125,0.0004640069323841631,1156.25,0.00016924237587590113,1953.125,5.015535720379437e-05,8.0,-78.58342742919922,17.738170623779297,3.50948166847229,4.233077049255371,2.003283977508545,2.039926528930664,2.07454776763916,2.7683897018432617,0.24064220488071442,1.0527160167694092,0.6505253314971924,1.6037659645080566,1.1507364511489868,0.837867796421051,0.8978913426399231,0.4703857898712158,0.8562637567520142,0.13824984431266785,0.714934229850769,0.5683448910713196,2.2666141986846924,0.8655267953872681,0.7039434313774109,0.8726871609687805,0.7099239826202393,0.6967061161994934,0.7328129410743713,0.7018442749977112,0.7093579173088074,0.7136276364326477,0.5748062133789062,0.6119129657745361,0.6242426037788391,0.6761757731437683,0.6453230381011963,0.6457429528236389,0.601406991481781,0.6230106949806213,0.6213793754577637,0.6005192995071411,0.3245202898979187,0.1329192817211151,0.7072831988334656
cargo-103-000025000ms,Cargo/103.wav,Cargo,0,SEASPAN SWIFT,seaspan swift,Cargo-20171214-213748-103,train,25.000,30.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba,838bd57414836a11dc7888daa17a162ab47b4f4dddc693d9d573eb85f4a5f8d3,0.009693208150565624,4.202321617316982,0.02341279201209545,92.77642059326172,221.16542053222656,99.79838562011719,0.003258270677179098,24.899593353271484,60.61695861816406,33.03315353393555,0.0018654809100553393,0.4930644203110018,0.3943231750531538,0.08125368037895526,0.016850994483991327,0.008259026862206613,0.003811286044914954,0.001845735491164485,0.0005916367948003085,31.25,0.24540712156584818,953.125,0.000246949636578863,1171.875,0.00020941482208706148,2015.625,4.651426866432534e-05,2593.75,2.550006245753722e-05,8.0,-78.90922546386719,17.620437622070312,3.3851029872894287,4.4377241134643555,2.2706217765808105,2.4131052494049072,2.368765354156494,2.5618698596954346,0.1996903270483017,1.1676650047302246,1.0094647407531738,2.0684516429901123,0.9531967639923096,0.6375840902328491,0.6229273080825806,0.457850843667984,1.0865812301635742,0.33309268951416016,0.7501109838485718,0.4894101619720459,2.130258083343506,0.8378459811210632,0.6861559152603149,0.7839058041572571,0.7392072081565857,0.672358512878418,0.7479619383811951,0.6811719536781311,0.679446816444397,0.7184863090515137,0.6858701705932617,0.578613817691803,0.6469902992248535,0.6327986717224121,0.6247261166572571,0.6175583004951477,0.6550580859184265,0.6093171238899231,0.6441245079040527,0.6496419310569763,0.2995651066303253,0.12086335569620132,0.6331179738044739
cargo-103-000030000ms,Cargo/103.wav,Cargo,0,SEASPAN SWIFT,seaspan swift,Cargo-20171214-213748-103,train,30.000,35.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba,838bd57414836a11dc7888daa17a162ab47b4f4dddc693d9d573eb85f4a5f8d3,0.009738095104694366,3.9467037738375317,0.02368779666721821,87.32891082763672,215.62301635742188,94.15322875976562,0.0031360583379864693,24.511812210083008,65.08019256591797,31.59827995300293,0.001954518724232912,0.6133715708013467,0.2897038610330717,0.06860005625944744,0.0153292190015776,0.00728288987974797,0.003534607366941075,0.0016719781063542203,0.0005058467078575865,31.25,0.2877111696836726,640.625,0.00044304195860563907,1171.875,0.00016889955439426652,1453.125,7.333537747406061e-05,1953.125,4.465250756700358e-05,7.0,-79.57923889160156,17.596202850341797,3.471262216567993,4.44658088684082,2.3197855949401855,2.4155590534210205,2.2960686683654785,2.178769111633301,0.18400657176971436,1.2206909656524658,1.1631108522415161,2.049957036972046,0.5896764397621155,0.6336633563041687,0.8586833477020264,0.47235289216041565,0.6524942517280579,0.5908823013305664,1.037174105644226,0.5257152318954468,2.059650421142578,0.8596835732460022,0.805777907371521,0.8223232626914978,0.7330821752548218,0.6709795594215393,0.755337655544281,0.7610539197921753,0.6717278957366943,0.7363399863243103,0.6696887016296387,0.6484044790267944,0.6854131817817688,0.6905768513679504,0.6674625873565674,0.6778531670570374,0.6706856489181519,0.6516969203948975,0.5905004739761353,0.6290271878242493,0.2959687411785126,0.1354319453239441,0.6306855082511902
cargo-103-000035000ms,Cargo/103.wav,Cargo,0,SEASPAN SWIFT,seaspan swift,Cargo-20171214-213748-103,train,35.000,40.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba,838bd57414836a11dc7888daa17a162ab47b4f4dddc693d9d573eb85f4a5f8d3,0.009282493963837624,3.602076532140758,0.02428780309855938,96.3272705078125,226.00662231445312,99.19355010986328,0.0036547421477735043,31.189682006835938,79.252685546875,34.534706115722656,0.003253098577260971,0.44321757721793875,0.4592441407350185,0.06725096402808978,0.016610838978944317,0.007466427316155396,0.0038409034727634427,0.0018234203267589336,0.0005456440156961563,46.875,0.2326563351404849,640.625,0.0003848125863866174,1156.25,0.0003183202097520915,937.5,0.0003008974520778863,1468.75,6.154890137165909e-05,8.0,-79.94881439208984,17.3730525970459,3.464498519897461,4.32183313369751,2.2461657524108887,2.677180767059326,2.7187368869781494,2.1135191917419434,0.11335769295692444,1.0987011194229126,1.1663818359375,1.9811525344848633,0.584844172000885,0.9719200134277344,1.0004101991653442,0.5668801665306091,0.600693941116333,0.5064486861228943,0.5507980585098267,0.3511345684528351,1.9422425031661987,0.9240968227386475,0.7741421461105347,0.9547554850578308,0.703911542892456,0.6622154116630554,0.7918737530708313,0.7694104313850403,0.661372721195221,0.6268560886383057,0.6491922736167908,0.6490287184715271,0.6387621760368347,0.6952071785926819,0.6217820644378662,0.6777581572532654,0.6807441115379333,0.6750627160072327,0.6553770899772644,0.6593671441078186,0.3016340136528015,0.12799370288848877,0.7153930068016052
cargo-103-000040000ms,Cargo/103.wav,Cargo,0,SEASPAN SWIFT,seaspan swift,Cargo-20171214-213748-103,train,40.000,45.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba,838bd57414836a11dc7888daa17a162ab47b4f4dddc693d9d573eb85f4a5f8d3,0.007996752858161926,4.870462850296188,0.026937836781144142,103.59163665771484,251.63331604003906,106.1491928100586,0.004447109531611204,32.14530944824219,87.27347564697266,46.982295989990234,0.003263528225943446,0.3862520641979694,0.5160241224376091,0.0625270290194778,0.019253654160368113,0.008486743560039842,0.004541312562178121,0.0022317222216670838,0.0006832543688887966,78.125,0.21364144658477957,312.5,0.0022308023130223256,968.75,0.00040076071935739684,1171.875,0.00038982554605966765,1953.125,4.9314861847817535e-05,8.0,-80.75444030761719,16.924612045288086,3.5004489421844482,4.181578159332275,1.9860057830810547,2.5247151851654053,2.9209680557250977,2.099608898162842,0.16353128850460052,0.7718914151191711,0.8546033501625061,2.042782783508301,0.7602056264877319,0.8971423506736755,0.7267590165138245,1.0897107124328613,0.5717116594314575,0.2309567630290985,0.760943591594696,0.6106031537055969,2.1444091796875,0.8342810869216919,0.8001224398612976,0.8185884356498718,0.6737435460090637,0.6279469132423401,0.8180181980133057,0.8698024153709412,0.7435938119888306,0.6317194700241089,0.6007120013237,0.5899494290351868,0.6955054998397827,0.6898464560508728,0.6401309370994568,0.5856049060821533,0.6289507746696472,0.6153303384780884,0.6223165392875671,0.5907884240150452,0.30856257677078247,0.12384174764156342,0.6268033385276794
cargo-103-000045000ms,Cargo/103.wav,Cargo,0,SEASPAN SWIFT,seaspan swift,Cargo-20171214-213748-103,train,45.000,50.000,32000,a096d5adb0f3e91e4b529c2a1eab4104386318f9825cc05a39470d410e2f4cba,838bd57414836a11dc7888daa17a162ab47b4f4dddc693d9d573eb85f4a5f8d3,0.006962097715586424,4.858431658476686,0.029562870040535927,112.40769958496094,275.8052673339844,121.57257843017578,0.005256411619484425,39.53917694091797,97.02729797363281,60.53542709350586,0.003736603306606412,0.49500746765543263,0.38156079373902596,0.07944435821114969,0.02336287127998184,0.011858803335221706,0.005602802529250408,0.0024492005725629115,0.0007136377850963168,31.25,0.24381301138235123,593.75,0.0007104918594262372,953.125,0.0006729855222602889,1156.25,0.0004774563380432838,1718.75,6.354708860818301e-05,9.0,-81.76546478271484,17.08321189880371,3.4014675617218018,3.911142349243164,1.7079533338546753,2.3494064807891846,2.8467493057250977,1.851762294769287,0.13691861927509308,0.49073919653892517,0.7874728441238403,2.1907918453216553,0.8804208040237427,0.6768847107887268,0.5359592437744141,0.9616259932518005,0.2617208659648895,-0.1674739271402359,0.5373854041099548,0.7918985486030579,1.9893856048583984,0.7983100414276123,0.8337517380714417,0.8270869255065918,0.7132186889648438,0.6836853623390198,0.8449491858482361,0.7964834570884705,0.6647727489471436,0.7258705496788025,0.6804518699645996,0.5871310830116272,0.6878643035888672,0.6874700784683228,0.637240469455719,0.6018398404121399,0.6084187626838684,0.5481263399124146,0.5537728667259216,0.6270804405212402,0.3065025508403778,0.1114269495010376,0.6421653032302856
