strategy,model,window_id,source_file,class,label_index,vessel_group,split,start_seconds,end_seconds,predicted_label_index,predicted_class,probability_Cargo,probability_Passengership,probability_Tanker,probability_Tug,maximum_probability,true_class_probability,correct,embedding_distance,rms,low_level,vessel_name,session_identifier,source_boundary,file,current_label
class_vessel_balanced_sampling,small_cnn,cargo-103-000000000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,0.0,5.0,2,Tanker,0.4029845893383026,0.17228007316589355,0.41683709621429443,0.007898271083831787,0.41683709621429443,0.4029845893383026,False,6.435402179197744,0.010523300617933273,False,SEASPAN SWIFT,Cargo-20171214-213748-103,True,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000005000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,5.0,10.0,0,Cargo,0.4080123007297516,0.17741183936595917,0.40641021728515625,0.008165651932358742,0.4080123007297516,0.4080123007297516,True,6.441968383635151,0.009562844410538673,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000010000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,10.0,15.0,0,Cargo,0.41320985555648804,0.18212927877902985,0.39660438895225525,0.008056472055613995,0.41320985555648804,0.41320985555648804,True,6.441806338875409,0.007853712886571884,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000015000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,15.0,20.0,0,Cargo,0.40700197219848633,0.1801277995109558,0.4051007926464081,0.007769405376166105,0.40700197219848633,0.40700197219848633,True,6.697274020288826,0.008638553321361542,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000020000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,20.0,25.0,2,Tanker,0.40156638622283936,0.18438169360160828,0.40592873096466064,0.008123158477246761,0.40592873096466064,0.40156638622283936,False,6.2420237998534605,0.009270037524402142,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000025000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,25.0,30.0,2,Tanker,0.40143507719039917,0.1767723709344864,0.4138070046901703,0.007985479198396206,0.4138070046901703,0.40143507719039917,False,6.40134432526038,0.009693208150565624,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000030000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,30.0,35.0,2,Tanker,0.399865061044693,0.18399439752101898,0.4078878164291382,0.008252684958279133,0.4078878164291382,0.399865061044693,False,6.213328654515538,0.009738095104694366,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000035000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,35.0,40.0,2,Tanker,0.40080979466438293,0.1765260398387909,0.41434594988822937,0.008318139240145683,0.41434594988822937,0.40080979466438293,False,6.167355434234266,0.009282493963837624,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000040000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,40.0,45.0,2,Tanker,0.3974970281124115,0.17588861286640167,0.4178820550441742,0.008732312358915806,0.4178820550441742,0.3974970281124115,False,5.843820880500606,0.007996752858161926,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000045000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,45.0,50.0,0,Cargo,0.4045823812484741,0.19328095018863678,0.39306631684303284,0.009070368483662605,0.4045823812484741,0.4045823812484741,True,5.587573561482939,0.006962097715586424,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000050000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,50.0,55.0,0,Cargo,0.40809956192970276,0.18913376331329346,0.39457887411117554,0.008187864907085896,0.40809956192970276,0.40809956192970276,True,6.200494403321354,0.0062700784765183926,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000055000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,55.0,60.0,0,Cargo,0.41053226590156555,0.18842725455760956,0.3926517963409424,0.008388645946979523,0.41053226590156555,0.41053226590156555,True,6.099365747849138,0.006052025128155947,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000060000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,60.0,65.0,2,Tanker,0.4052650034427643,0.1801038235425949,0.406272292137146,0.00835885014384985,0.406272292137146,0.4052650034427643,False,6.053771215477045,0.006691677961498499,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000065000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,65.0,70.0,0,Cargo,0.40105119347572327,0.1929042935371399,0.39726683497428894,0.008777757175266743,0.40105119347572327,0.40105119347572327,True,5.835256588636527,0.005728408694267273,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000070000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,70.0,75.0,2,Tanker,0.39294901490211487,0.19409717619419098,0.4029889404773712,0.00996494386345148,0.4029889404773712,0.39294901490211487,False,4.982470553958545,0.005587553605437279,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000075000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,75.0,80.0,2,Tanker,0.3943457305431366,0.19303926825523376,0.40336400270462036,0.009251047857105732,0.40336400270462036,0.3943457305431366,False,5.430050744215763,0.005736770574003458,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000080000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,80.0,85.0,0,Cargo,0.40257585048675537,0.18626682460308075,0.40225011110305786,0.008907233364880085,0.40257585048675537,0.40257585048675537,True,5.780710859625395,0.00590444216504693,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000085000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,85.0,90.0,0,Cargo,0.3977964520454407,0.1956666260957718,0.39750936627388,0.009027611464262009,0.3977964520454407,0.3977964520454407,True,5.6175228672120125,0.005371835082769394,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000090000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,90.0,95.0,0,Cargo,0.3990200459957123,0.19735302031040192,0.39470550417900085,0.008921416476368904,0.3990200459957123,0.3990200459957123,True,5.710755820963849,0.005062577314674854,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000095000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,95.0,100.0,0,Cargo,0.4052180349826813,0.19965602457523346,0.386303186416626,0.008822737261652946,0.4052180349826813,0.4052180349826813,True,5.733763392530516,0.0041934470646083355,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000100000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,100.0,105.0,0,Cargo,0.4032990038394928,0.1978200078010559,0.38903966546058655,0.009841361083090305,0.4032990038394928,0.4032990038394928,True,5.194586104347256,0.004568788222968578,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000105000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,105.0,110.0,0,Cargo,0.39741888642311096,0.19693970680236816,0.3958827555179596,0.009758706204593182,0.39741888642311096,0.39741888642311096,True,5.341625250922536,0.005222665145993233,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000110000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,110.0,115.0,2,Tanker,0.38992592692375183,0.17956817150115967,0.4212491810321808,0.009256673976778984,0.4212491810321808,0.38992592692375183,False,5.779588240820884,0.00793526042252779,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000115000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,115.0,120.0,2,Tanker,0.3917398750782013,0.18130113184452057,0.4180485010147095,0.00891049113124609,0.4180485010147095,0.3917398750782013,False,5.924115248816277,0.004941723309457302,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000120000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,120.0,125.0,2,Tanker,0.39195922017097473,0.18721209466457367,0.4114546775817871,0.00937399547547102,0.4114546775817871,0.39195922017097473,False,5.554180524710183,0.00441009271889925,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000125000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,125.0,130.0,2,Tanker,0.39832592010498047,0.1830286681652069,0.40974125266075134,0.008904214017093182,0.40974125266075134,0.39832592010498047,False,5.85090096248155,0.0042050667107105255,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000130000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,130.0,135.0,2,Tanker,0.3975708782672882,0.18319162726402283,0.40985947847366333,0.009378024376928806,0.40985947847366333,0.3975708782672882,False,5.515241665034158,0.004117082804441452,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000135000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,135.0,140.0,2,Tanker,0.3872550129890442,0.1783498078584671,0.42543667554855347,0.008958468213677406,0.42543667554855347,0.3872550129890442,False,5.781646144608898,0.004967525135725737,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000140000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,140.0,145.0,2,Tanker,0.38290634751319885,0.1822604089975357,0.42510899901390076,0.009724227711558342,0.42510899901390076,0.38290634751319885,False,5.238001325039145,0.0051545943133533,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000145000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,145.0,150.0,2,Tanker,0.38784143328666687,0.1877552568912506,0.4145352840423584,0.00986809004098177,0.4145352840423584,0.38784143328666687,False,5.084168134766507,0.004641366191208363,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
